7.426757812500000000e-01,-1.697988867759704590e+00,-9.900765419006347656e-01,1.122070312500000000e+00,-1.272621870040893555e+00,-7.377265691757202148e-01,7.148437500000000000e-01,-4.182256460189819336e-01,-9.890019893646240234e-01
7.290039062500000000e-01,1.872493624687194824e+00,-6.307880878448486328e-01,2.029296875000000000e+00,2.109073162078857422e+00,-4.523527622222900391e-01,6.245117187500000000e-01,2.265633106231689453e+00,2.005981653928756714e-01
1.183593750000000000e+00,-9.432050585746765137e-01,-2.108959436416625977e+00,4.182128906250000000e-01,-4.004638791084289551e-01,-1.663816332817077637e+00,1.084960937500000000e+00,-1.331034302711486816e+00,-1.588125467300415039e+00
6.508789062500000000e-01,1.291482329368591309e+00,1.268013834953308105e+00,2.058593750000000000e+00,1.587206602096557617e+00,1.688337564468383789e+00,7.089843750000000000e-01,1.610644817352294922e+00,1.086256742477416992e+00
7.016601562500000000e-01,-1.637745261192321777e+00,-2.671865940093994141e+00,6.303710937500000000e-01,-1.798333644866943359e+00,-2.983971595764160156e+00,8.911132812500000000e-01,-1.916806578636169434e+00,2.374593019485473633e+00
1.363281250000000000e+00,-1.839533686637878418e+00,1.618596911430358887e+00,3.212890625000000000e-01,-1.727652788162231445e+00,1.875542402267456055e+00,2.897949218750000000e-01,-5.597705245018005371e-01,1.233536601066589355e+00
2.267578125000000000e+00,-2.197332680225372314e-03,9.102271497249603271e-02,1.633789062500000000e+00,-3.241065889596939087e-02,4.130068719387054443e-01,1.462890625000000000e+00,2.393261492252349854e-01,4.024228081107139587e-02
4.638671875000000000e-01,5.623340606689453125e-01,1.283344507217407227e+00,2.205810546875000000e-01,5.995056033134460449e-01,2.155829668045043945e+00,2.517578125000000000e+00,1.237464547157287598e+00,1.764210104942321777e+00
1.389648437500000000e+00,-7.214576005935668945e-02,2.536886930465698242e+00,9.731445312500000000e-01,-4.528336524963378906e-01,2.734546661376953125e+00,1.028320312500000000e+00,-1.986754983663558960e-01,-2.849101066589355469e+00
3.193359375000000000e+00,1.986938118934631348e+00,-1.507959246635437012e+00,2.658203125000000000e+00,1.972472310066223145e+00,-1.454630494117736816e+00,3.142578125000000000e+00,2.178289175033569336e+00,-1.528760671615600586e+00
1.088867187500000000e+00,8.375499844551086426e-01,-2.776540517807006836e+00,1.010742187500000000e+00,5.601367354393005371e-01,2.917774438858032227e+00,8.525390625000000000e-01,7.311624288558959961e-01,3.050003767013549805e+00
7.431640625000000000e-01,9.045686572790145874e-02,-6.680940985679626465e-01,3.020019531250000000e-01,-5.475020781159400940e-02,1.081475377082824707e+00,4.580078125000000000e-01,-1.102328598499298096e-01,-3.374081850051879883e-01
8.378906250000000000e-01,4.152958691120147705e-01,3.395693600177764893e-01,4.660644531250000000e-01,1.217688560485839844e+00,1.033280193805694580e-01,4.125000000000000000e+00,7.448957562446594238e-01,2.672909796237945557e-01
2.306640625000000000e+00,5.493331551551818848e-01,2.414229631423950195e+00,1.165039062500000000e+00,7.207251191139221191e-01,2.778299331665039062e+00,5.590820312500000000e-01,6.945402622222900391e-01,1.910404443740844727e+00
6.650390625000000000e-01,-7.337260246276855469e-01,9.437853097915649414e-01,1.457031250000000000e+00,-7.886593341827392578e-01,5.240461230278015137e-01,5.009765625000000000e-01,-1.354106307029724121e+00,-1.507907509803771973e-01
5.830078125000000000e-01,1.307046771049499512e+00,-1.453226357698440552e-01,1.335937500000000000e+00,3.535874485969543457e-01,-4.406457543373107910e-01,9.926757812500000000e-01,7.242042422294616699e-01,9.598933160305023193e-02
1.654296875000000000e+00,-5.191198587417602539e-01,-6.141729950904846191e-01,5.097656250000000000e-01,-5.520798563957214355e-01,-9.030598998069763184e-01,5.439453125000000000e-01,-1.179601430892944336e+00,-4.769729673862457275e-01
1.687500000000000000e+00,-8.602557182312011719e-01,-2.830744743347167969e+00,1.190429687500000000e+00,-6.991180181503295898e-01,-2.377131462097167969e+00,1.122070312500000000e+00,-3.759270012378692627e-01,-2.995998620986938477e+00
3.015625000000000000e+00,4.471572041511535645e-01,-4.150484800338745117e-01,1.882812500000000000e+00,3.647572398185729980e-01,-6.319477558135986328e-01,3.850097656250000000e-01,7.394024729728698730e-01,-1.012144088745117188e+00
7.031250000000000000e-01,-1.225013017654418945e+00,-7.818666696548461914e-01,2.121093750000000000e+00,-1.623462677001953125e+00,-1.102870345115661621e+00,2.173828125000000000e+00,-1.647816419601440430e+00,-9.278648495674133301e-01
1.501953125000000000e+00,-1.458296418190002441e+00,2.302896022796630859e+00,4.367675781250000000e-01,-1.706411957740783691e+00,2.341286897659301758e+00,6.257812500000000000e+00,-1.441450238227844238e+00,2.074869871139526367e+00
7.592773437500000000e-01,1.234168559312820435e-01,-2.550671100616455078e+00,7.705078125000000000e-01,5.493331551551818848e-01,-2.941503763198852539e+00,3.242187500000000000e+00,1.441083997488021851e-01,-2.926746606826782227e+00
2.142578125000000000e+00,-3.374736905097961426e-01,2.335027694702148438e+00,7.490234375000000000e-01,-6.945402622222900391e-01,1.994975566864013672e+00,6.635742187500000000e-01,1.151768565177917480e-01,2.496957778930664062e+00
1.942382812500000000e+00,-1.131260156631469727e+00,-2.431817531585693359e+00,4.990234375000000000e-01,-1.484481334686279297e+00,-2.579175472259521484e+00,9.873046875000000000e-01,-1.646534681320190430e+00,-2.432115077972412109e+00
5.166015625000000000e-01,1.691030621528625488e+00,2.818245172500610352e+00,2.536621093750000000e-01,1.920468807220458984e+00,2.698522090911865234e+00,8.872070312500000000e-01,1.208349823951721191e+00,1.913836717605590820e+00
5.805664062500000000e-01,-1.041169524192810059e+00,-9.878287911415100098e-01,8.139648437500000000e-01,-8.734397292137145996e-01,-1.045336484909057617e+00,2.970703125000000000e+00,-1.001983761787414551e+00,-1.562258124351501465e+00
2.062988281250000000e-01,3.673207759857177734e-01,-1.148665904998779297e+00,9.677734375000000000e-01,2.775963544845581055e-01,-2.305828928947448730e-01,4.465332031250000000e-01,-6.945402622222900391e-01,-2.568001858890056610e-02
2.326171875000000000e+00,1.236549019813537598e+00,-4.857611954212188721e-01,4.384765625000000000e-01,1.829462528228759766e+00,-3.316131653264164925e-03,1.442382812500000000e+00,1.100131273269653320e+00,-1.081996560096740723e-01
7.749023437500000000e-01,-1.369121313095092773e+00,2.999205112457275391e+00,1.919921875000000000e+00,-1.768486618995666504e+00,2.754961967468261719e+00,1.278320312500000000e+00,-2.198065042495727539e+00,-2.992759466171264648e+00
3.974609375000000000e+00,-4.224372208118438721e-01,1.701025962829589844e+00,7.148437500000000000e-01,-6.278877854347229004e-01,1.737448334693908691e+00,1.801757812500000000e+00,-7.535020112991333008e-01,1.694393038749694824e+00
6.660156250000000000e-01,1.730216383934020996e+00,-3.009460449218750000e+00,3.100585937500000000e-01,9.150059223175048828e-01,2.995791435241699219e+00,1.303710937500000000e+00,1.837702512741088867e+00,-3.108500719070434570e+00
4.282226562500000000e-01,-1.390911579132080078e+00,6.831305027008056641e-01,4.421386718750000000e-01,1.788994967937469482e-01,2.599400043487548828e+00,4.594726562500000000e-01,-1.856746077537536621e-01,-2.999891757965087891e+00
2.042236328125000000e-01,-6.949064731597900391e-01,-7.585172653198242188e-01,6.196289062500000000e-01,-2.254097163677215576e-01,1.515286684036254883e+00,7.641601562500000000e-01,-1.270790696144104004e-01,7.037249803543090820e-01
8.031250000000000000e+00,-1.023590803146362305e+00,-1.532858014106750488e+00,2.689453125000000000e+00,-1.069185495376586914e+00,-1.658250212669372559e+00,9.379882812500000000e-01,-1.025055646896362305e+00,-1.610898137092590332e+00
3.781738281250000000e-01,-9.197668433189392090e-01,1.891948580741882324e+00,3.271484375000000000e-01,-2.226630449295043945e+00,1.140265941619873047e+00,5.000000000000000000e-01,-2.395825147628784180e+00,6.355613470077514648e-01
