8.620412826538085938e+00,-1.081465244293212891e+00,2.390952408313751221e-01
1.770032048225402832e+00,1.578926324844360352e+00,-2.975105762481689453e+00
1.399971127510070801e+00,-1.029512047767639160e+00,1.977336287498474121e+00
1.050897121429443359e+00,9.806671142578125000e-01,8.008579611778259277e-01
6.836764812469482422e-01,-2.166196346282958984e+00,-1.790167689323425293e+00
1.607717037200927734e+00,-9.286260604858398438e-02,-2.394792795181274414e+00
2.630462944507598877e-01,1.907361865043640137e+00,-2.973092079162597656e+00
7.257333993911743164e-01,1.399743199348449707e+00,-2.915267705917358398e+00
2.285068035125732422e+00,1.010837435722351074e+00,2.013015031814575195e+00
1.203992366790771484e+00,1.486319541931152344e+00,1.527913659811019897e-01
3.410036861896514893e-01,1.373141288757324219e+00,-7.823472619056701660e-01
1.154385685920715332e+00,-6.516613960266113281e-01,-1.127260565757751465e+00
7.823626399040222168e-01,-8.773072957992553711e-01,-1.288536470383405685e-02
9.020749926567077637e-01,-8.500043153762817383e-01,2.105920314788818359e+00
7.575014829635620117e-01,-1.940778732299804688e+00,-3.104685306549072266e+00
9.869378209114074707e-01,-8.878772854804992676e-01,3.694534599781036377e-01
5.031824111938476562e-01,-1.155064344406127930e+00,2.385333538055419922e+00
2.578088939189910889e-01,-7.859610319137573242e-01,-1.453087091445922852e+00
3.956277847290039062e+00,5.283112525939941406e-01,2.859201133251190186e-01
6.258873939514160156e-01,-7.153356671333312988e-01,2.357212066650390625e+00
6.245838999748229980e-01,-2.273883104324340820e+00,1.014099836349487305e+00
1.047912597656250000e+00,6.990192532539367676e-01,-6.737818941473960876e-03
1.268655896186828613e+00,-1.442154217511415482e-02,-1.951664209365844727e+00
1.779002785682678223e+00,-1.136149883270263672e+00,2.954958081245422363e-01
3.729174375534057617e+00,2.182158470153808594e+00,-1.430238485336303711e+00
4.426124095916748047e+00,-2.281900346279144287e-01,-4.972099959850311279e-01
1.499779939651489258e+00,-1.503455281257629395e+00,1.616694569587707520e+00
3.639394640922546387e-01,3.528160154819488525e-01,-2.509606361389160156e+00
7.463473677635192871e-01,-3.006257772445678711e+00,-1.283676028251647949e+00
1.408783078193664551e+00,3.946074545383453369e-01,-1.644364476203918457e+00
1.664465665817260742e-01,-3.295529484748840332e-01,2.915764093399047852e+00
7.017368078231811523e-01,1.117221474647521973e+00,-2.904730558395385742e+00
4.141565322875976562e+00,1.153346896171569824e+00,1.783275604248046875e+00
2.153571099042892456e-01,-7.166475057601928711e-01,2.942907571792602539e+00
1.616044402122497559e+00,-9.275707006454467773e-01,3.278799653053283691e-01
1.896717250347137451e-01,2.966700315475463867e+00,-2.512087345123291016e+00
1.741963148117065430e+00,-1.127046823501586914e+00,-1.627458810806274414e+00
4.039488732814788818e-01,8.973443508148193359e-01,1.165243744850158691e+00
2.391495466232299805e+00,4.874367713928222656e-01,2.425853252410888672e+00
4.355351030826568604e-01,-2.307033300399780273e+00,-2.445975780487060547e+00
1.308489292860031128e-01,-2.433006048202514648e+00,-1.713889718055725098e+00
3.969953060150146484e-01,-1.062104225158691406e+00,-1.113674938678741455e-01
2.200904369354248047e+00,2.292197465896606445e+00,-2.191073894500732422e+00
4.081452786922454834e-01,-3.943399786949157715e-01,2.549393653869628906e+00
4.663051962852478027e-01,-2.450466006994247437e-01,1.260109305381774902e+00
7.671936750411987305e-01,2.561394274234771729e-01,-6.544997692108154297e-01
1.051028132438659668e+00,1.890640616416931152e+00,-1.745898842811584473e+00
