5.039890408515930176e-01,-1.347428560256958008e+00,2.246580362319946289e+00
1.189143657684326172e+00,1.060121297836303711e+00,1.211041092872619629e+00
4.671474933624267578e+00,3.601227402687072754e-01,2.574835777282714844e+00
5.220410823822021484e-01,-9.836614131927490234e-01,9.223460555076599121e-01
3.944600582122802734e+00,-1.764385104179382324e+00,-7.481240630149841309e-01
2.342999935150146484e+00,-1.522903919219970703e+00,-2.432626962661743164e+00
6.459446549415588379e-01,1.854274392127990723e+00,-1.389802932739257812e+00
2.512143254280090332e-01,-1.318992674350738525e-02,3.275302410125732422e+00
1.727833986282348633e+00,-1.013857483863830566e+00,1.868445038795471191e+00
1.435942173004150391e+00,1.617747187614440918e+00,2.474996328353881836e+00
7.339053153991699219e-01,2.373572349548339844e+00,2.628633975982666016e+00
2.191795110702514648e-01,2.508651733398437500e+00,8.856433033943176270e-01
6.212363243103027344e-01,1.891622841358184814e-01,-1.509605884552001953e+00
8.201394081115722656e-01,1.774687647819519043e+00,-4.936000704765319824e-01
6.882530450820922852e-01,1.629038095474243164e+00,1.750580906867980957e+00
2.103230357170104980e-01,2.960122823715209961e-01,1.555286526679992676e+00
2.037002801895141602e+00,1.773316502571105957e+00,-6.659376621246337891e-02
3.725962162017822266e+00,-1.595488071441650391e+00,1.390562295913696289e+00
1.335399150848388672e-01,-1.968306660652160645e+00,-6.987788081169128418e-01
1.180568337440490723e+00,2.091272354125976562e+00,-2.579786777496337891e+00
1.907651782035827637e+00,-1.312291145324707031e+00,2.439040899276733398e+00
8.416685461997985840e-01,-4.797806739807128906e-01,2.425341129302978516e+00
1.095497369766235352e+00,1.338075697422027588e-01,1.032516062259674072e-01
2.303901195526123047e+00,-1.147815108299255371e+00,2.073776245117187500e+00
2.345694065093994141e+00,2.542697787284851074e-01,2.428461790084838867e+00
2.988373517990112305e+00,3.559889793395996094e-01,-1.969507098197937012e+00
8.592281341552734375e-01,1.408035159111022949e+00,1.596587181091308594e+00
5.792758464813232422e-01,-1.394079327583312988e+00,5.211308002471923828e-01
5.876723527908325195e-01,-1.672163486480712891e+00,9.585632681846618652e-01
7.095156311988830566e-01,6.815191507339477539e-01,-2.251904487609863281e+00
1.397830724716186523e+00,-1.840135216712951660e+00,-8.992484211921691895e-01
1.340195417404174805e+00,-1.920213818550109863e+00,1.191057801246643066e+00
6.271251440048217773e-01,1.343985199928283691e-01,-2.577793598175048828e+00
5.184132456779479980e-01,1.546314954757690430e+00,-1.144565463066101074e+00
2.938635826110839844e+00,-1.236602067947387695e-01,2.487618923187255859e+00
1.428214073181152344e+00,-6.096271276473999023e-01,-2.284241914749145508e+00
1.098314881324768066e+00,1.297150254249572754e-01,2.519402742385864258e+00
8.983894586563110352e-01,1.598462104797363281e+00,-1.423715949058532715e+00
5.981575250625610352e-01,-9.132440090179443359e-01,2.523122549057006836e+00
1.994362473487854004e-01,1.702189743518829346e-01,3.149223923683166504e-01
1.520752906799316406e+00,8.104227781295776367e-01,-1.058076143264770508e+00
1.153004169464111328e-01,2.329479753971099854e-01,-9.838447570800781250e-01
1.081169724464416504e+00,8.893680572509765625e-02,4.380647838115692139e-02
4.854605674743652344e+00,6.083272099494934082e-01,2.271884918212890625e+00
1.901265382766723633e+00,8.760772943496704102e-01,-8.813135027885437012e-01
4.699238538742065430e-01,-5.058712959289550781e-01,2.563941240310668945e+00
5.273236036300659180e-01,-5.227327346801757812e-05,-2.624141216278076172e+00
1.433479666709899902e+00,1.346581339836120605e+00,1.551362425088882446e-01
6.458643674850463867e-01,-1.754477500915527344e+00,9.359923005104064941e-02
4.825553894042968750e+00,8.672111034393310547e-01,-6.814485788345336914e-02
