1.940429687500000000e+00,-9.540085792541503906e-01,7.167685031890869141e-02,4.082031250000000000e+00,-9.737846255302429199e-01,4.279451370239257812e-01,2.269531250000000000e+00,-9.452192783355712891e-01,5.506070256233215332e-01,1.644839644432067871e+00,0.000000000000000000e+00,3.047558963298797607e-01
8.657226562500000000e-01,1.647267103195190430e+00,-2.389517784118652344e+00,1.436523437500000000e+00,1.144077897071838379e+00,-2.733084440231323242e+00,1.411132812500000000e+00,1.497299075126647949e+00,-2.177208185195922852e+00,3.062675237655639648e+00,1.150658369064331055e+00,0.000000000000000000e+00
2.572265625000000000e+00,8.280282020568847656e-01,-2.707899093627929688e+00,1.218750000000000000e+00,3.935056626796722412e-01,-2.451336383819580078e+00,6.318359375000000000e-01,1.064241409301757812e+00,-2.473311662673950195e+00,2.414355516433715820e+00,4.675167500972747803e-01,0.000000000000000000e+00
6.640625000000000000e+00,-1.510666161775588989e-01,-8.420163989067077637e-01,1.000976562500000000e+00,-2.706381380558013916e-01,-1.032638907432556152e+00,8.117187500000000000e+00,-7.800531387329101562e-02,-8.942667841911315918e-01,1.719806432723999023e+00,0.000000000000000000e+00,1.580399721860885620e-01
9.697265625000000000e-01,-1.329752445220947266e+00,3.037192583084106445e+00,1.420898437500000000e+00,-1.204687595367431641e+00,2.856734752655029297e+00,2.866210937500000000e-01,-1.886410117149353027e+00,-1.999472379684448242e+00,7.754215598106384277e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.079101562500000000e-01,-2.029969215393066406e+00,3.740942105650901794e-02,8.725585937500000000e-01,-1.691396832466125488e+00,5.128172039985656738e-01,2.345703125000000000e+00,-2.037842988967895508e+00,-1.523900311440229416e-02,9.476188421249389648e-01,0.000000000000000000e+00,4.963368475437164307e-01
9.536132812500000000e-01,2.270027875900268555e+00,1.575150340795516968e-01,1.521484375000000000e+00,1.893551468849182129e+00,1.394509673118591309e-01,1.258789062500000000e+00,1.677480340003967285e+00,-1.666965335607528687e-01,2.111726522445678711e+00,1.827431082725524902e+00,0.000000000000000000e+00
1.292968750000000000e+00,-4.998932033777236938e-02,-3.003404378890991211e+00,1.332031250000000000e+00,-5.493331700563430786e-03,2.821758508682250977e+00,1.003906250000000000e+00,5.328531935811042786e-02,2.614054441452026367e+00,4.264314651489257812e+00,0.000000000000000000e+00,2.780099153518676758e+00
2.875976562500000000e-01,-1.441267132759094238e+00,6.721912622451782227e-01,1.419921875000000000e+00,-2.027771949768066406e+00,-6.630993485450744629e-01,6.831054687500000000e-01,-1.412152528762817383e+00,4.629714787006378174e-02,8.342719078063964844e-01,0.000000000000000000e+00,2.348488569259643555e-01
8.037109375000000000e-01,1.782952308654785156e+00,-9.621309041976928711e-01,5.214843750000000000e-01,2.051759481430053711e+00,-1.695955276489257812e+00,3.273437500000000000e+00,2.050843954086303711e+00,-1.243784904479980469e+00,1.180566668510437012e+00,1.422529578208923340e+00,0.000000000000000000e+00
1.407226562500000000e+00,1.299539208412170410e+00,-2.372425422072410583e-02,5.527343750000000000e-01,1.358684062957763672e+00,3.627009689807891846e-01,8.588867187500000000e-01,2.036378145217895508e+00,-4.468802809715270996e-01,1.250832796096801758e+00,1.325868964195251465e+00,0.000000000000000000e+00
1.805664062500000000e+00,-1.125217437744140625e+00,2.042548179626464844e+00,1.216796875000000000e+00,-1.073763251304626465e+00,2.438559055328369141e+00,4.616699218750000000e-01,-4.220709800720214844e-01,1.986686348915100098e+00,1.953702211380004883e+00,0.000000000000000000e+00,2.598625659942626953e+00
9.414062500000000000e-01,-6.793420016765594482e-02,2.031693458557128906e+00,2.227783203125000000e-01,-9.532761573791503906e-01,1.592043042182922363e+00,1.421875000000000000e+00,1.228675171732902527e-01,1.410108566284179688e+00,2.381188392639160156e+00,0.000000000000000000e+00,2.268185377120971680e+00
3.431640625000000000e+00,4.513687491416931152e-01,-2.580153942108154297e+00,5.810546875000000000e-01,7.264015674591064453e-01,-2.642566919326782227e+00,5.161132812500000000e-01,7.256691455841064453e-01,-2.294411182403564453e+00,1.421683430671691895e+00,3.060936629772186279e-01,0.000000000000000000e+00
4.267578125000000000e-01,2.671590447425842285e-01,1.715681552886962891e+00,4.691406250000000000e+00,1.886043883860111237e-02,1.291057109832763672e+00,4.378906250000000000e+00,1.816461682319641113e-01,1.196030378341674805e+00,3.945059061050415039e+00,0.000000000000000000e+00,1.482295274734497070e+00
3.527832031250000000e-01,-1.167516112327575684e+00,-1.411276936531066895e+00,2.234375000000000000e+00,-1.220801472663879395e+00,-2.106310129165649414e+00,1.355468750000000000e+00,-1.406476020812988281e+00,-2.045186758041381836e+00,3.117657184600830078e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.222656250000000000e+00,2.003784179687500000e+00,-9.370380043983459473e-01,2.714843750000000000e+00,1.995910525321960449e+00,-1.077868580818176270e+00,3.644531250000000000e+00,2.117862462997436523e+00,-9.386978745460510254e-01,4.577251434326171875e+00,1.823680043220520020e+00,0.000000000000000000e+00
1.735351562500000000e+00,-2.173894405364990234e+00,-6.608656048774719238e-01,4.995117187500000000e-01,-1.306314229965209961e+00,-9.773686528205871582e-01,6.455078125000000000e-01,-1.655140876770019531e+00,-1.092605233192443848e+00,1.281844615936279297e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.624023437500000000e-01,-3.451643288135528564e-01,-3.033779382705688477e+00,4.624023437500000000e-01,-3.451643288135528564e-01,-3.033779382705688477e+00,3.642578125000000000e-01,-5.583056211471557617e-01,-3.484517037868499756e-01,4.769042134284973145e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.935546875000000000e-01,1.250648498535156250e-01,-2.732887268066406250e+00,8.027343750000000000e-01,2.873012423515319824e-01,2.938574075698852539e+00,1.505859375000000000e+00,4.251838624477386475e-01,-2.737199306488037109e+00,5.248026847839355469e-01,0.000000000000000000e+00,1.008716106414794922e+00
